crim,zn,indus,chas,nox,age,dis,rad,tax,ptratio,b,log_lstat,log_medv,win_rm
4.75237,0.0,18.1,0,0.713,86.5,2.4358,24,666,20.2,50.92,2.8975680247667595,2.8975680247667595,6.525
4.66883,0.0,18.1,0,0.713,87.9,2.5806,24,666,20.2,10.48,2.944965156500338,2.944965156500338,5.976
8.20058,0.0,18.1,0,0.713,80.3,2.7792,24,666,20.2,3.5,2.8296776892239084,2.8296776892239084,5.936
7.75223,0.0,18.1,0,0.713,83.7,2.7831,24,666,20.2,272.21,2.7868613815264998,2.7868613815264998,6.301
6.80117,0.0,18.1,0,0.713,84.4,2.7175,24,666,20.2,396.9,2.6878474937846906,2.6878474937846906,6.081
4.81213,0.0,18.1,0,0.713,90.0,2.5975,24,666,20.2,255.23,2.7985001040242823,2.7985001040242823,6.701
3.69311,0.0,18.1,0,0.713,88.4,2.5671,24,666,20.2,391.43,2.6844403354630764,2.6844403354630764,6.376
6.65492,0.0,18.1,0,0.713,83.0,2.7344,24,666,20.2,396.9,2.63834278867739,2.63834278867739,6.317
5.82115,0.0,18.1,0,0.713,89.9,2.8016,24,666,20.2,393.82,2.331172549845958,2.331172549845958,6.513
7.83932,0.0,18.1,0,0.655,65.4,2.9634,24,666,20.2,396.9,2.5817308344235403,2.5817308344235403,6.209
3.1636,0.0,18.1,0,0.655,48.2,3.0665,24,666,20.2,334.4,2.6483001966964363,2.6483001966964363,5.759
3.77498,0.0,18.1,0,0.655,84.7,2.8715,24,666,20.2,22.01,2.8419981736119486,2.8419981736119486,5.952
4.42228,0.0,18.1,0,0.584,94.5,2.5403,24,666,20.2,331.29,3.0596455992976437,3.0596455992976437,6.003
15.5757,0.0,18.1,0,0.58,71.0,2.9084,24,666,20.2,368.74,2.8975680247667595,2.8975680247667595,5.926
13.0751,0.0,18.1,0,0.58,56.7,2.8237,24,666,20.2,396.9,2.6919208191723265,2.6919208191723265,5.713
4.34879,0.0,18.1,0,0.58,84.0,3.0334,24,666,20.2,396.9,2.790551422613954,2.790551422613954,6.167
4.03841,0.0,18.1,0,0.532,90.7,3.0993,24,666,20.2,395.33,2.554899021608035,2.554899021608035,6.229
3.56868,0.0,18.1,0,0.58,75.0,2.8965,24,666,20.2,393.37,2.664446563620078,2.664446563620078,6.437
4.64689,0.0,18.1,0,0.614,67.6,2.5329,24,666,20.2,374.68,2.4561641809223462,2.4561641809223462,6.98
8.05579,0.0,18.1,0,0.584,95.4,2.4298,24,666,20.2,352.58,2.8981194446869907,2.8981194446869907,5.427
6.39312,0.0,18.1,0,0.584,97.4,2.206,24,666,20.2,302.76,3.1822118404966093,3.1822118404966093,6.162
4.87141,0.0,18.1,0,0.614,93.6,2.3053,24,666,20.2,396.21,2.9274534328006965,2.9274534328006965,6.484
15.0234,0.0,18.1,0,0.614,97.3,2.1007,24,666,20.2,349.48,3.215269329274089,3.215269329274089,5.304
10.233,0.0,18.1,0,0.614,96.7,2.1705,24,666,20.2,379.7,2.8920370372152258,2.8920370372152258,6.185
14.3337,0.0,18.1,0,0.614,88.0,1.9512,24,666,20.2,383.32,2.5733752977756086,2.5733752977756086,6.229
5.82401,0.0,18.1,0,0.532,64.7,3.4242,24,666,20.2,396.9,2.3739750890807185,2.3739750890807185,6.242
5.70818,0.0,18.1,0,0.532,74.9,3.3317,24,666,20.2,393.07,2.046401687601636,2.046401687601636,6.75
5.73116,0.0,18.1,0,0.532,77.0,3.4106,24,666,20.2,395.28,1.9473377010464987,1.9473377010464987,7.061
2.81838,0.0,18.1,0,0.532,40.3,4.0983,24,666,20.2,392.92,2.343727036325221,2.343727036325221,5.762
2.37857,0.0,18.1,0,0.583,41.9,3.724,24,666,20.2,370.73,2.590767040487478,2.590767040487478,5.871
3.67367,0.0,18.1,0,0.583,51.9,3.9917,24,666,20.2,388.62,2.3589654264301534,2.3589654264301534,6.312
5.69175,0.0,18.1,0,0.583,79.8,3.5459,24,666,20.2,392.68,2.7067159780890733,2.7067159780890733,6.114
4.83567,0.0,18.1,0,0.583,53.2,3.1523,24,666,20.2,388.22,2.4379897300002487,2.4379897300002487,5.905
0.15086,0.0,27.74,0,0.609,92.7,1.8209,4,711,20.1,395.09,2.8936995479888394,2.8936995479888394,5.454
0.18337,0.0,27.74,0,0.609,98.3,1.7554,4,711,20.1,344.05,3.176803048446293,3.176803048446293,5.414
0.20746,0.0,27.74,0,0.609,98.0,1.8226,4,711,20.1,318.43,3.39047341829918,3.39047341829918,5.304
0.10574,0.0,27.74,0,0.609,98.8,1.8681,4,711,20.1,390.11,2.8942531046041373,2.8942531046041373,5.983
0.11132,0.0,27.74,0,0.609,83.5,2.1099,4,711,20.1,396.9,2.5915163848462583,2.5915163848462583,5.983
0.17331,0.0,9.69,0,0.585,54.0,2.3817,6,391,19.2,396.9,2.485739636091892,2.485739636091892,5.707
0.27957,0.0,9.69,0,0.585,42.6,2.3817,6,391,19.2,396.9,2.6093342281630525,2.6093342281630525,5.926
0.17899,0.0,9.69,0,0.585,28.8,2.7986,6,391,19.2,393.29,2.8678989020441064,2.8678989020441064,5.67
0.2896,0.0,9.69,0,0.585,72.9,2.7986,6,391,19.2,396.9,3.051166980442092,3.051166980442092,5.39
0.26838,0.0,9.69,0,0.585,70.6,2.8927,6,391,19.2,396.9,2.6461747973841225,2.6461747973841225,5.794
0.23912,0.0,9.69,0,0.585,65.3,2.4091,6,391,19.2,396.9,2.558776498354456,2.558776498354456,6.019
0.17783,0.0,9.69,0,0.585,73.5,2.3999,6,391,19.2,395.77,2.714694743820879,2.714694743820879,5.569
0.22438,0.0,9.69,0,0.585,79.7,2.4982,6,391,19.2,396.9,2.6623552418400807,2.6623552418400807,6.027
0.06263,0.0,11.93,0,0.573,69.1,2.4786,1,273,21.0,391.99,2.269028309465203,2.269028309465203,6.593
0.04527,0.0,11.93,0,0.573,76.7,2.2875,1,273,21.0,396.9,2.206074192613202,2.206074192613202,6.12
0.06076,0.0,11.93,0,0.573,91.0,2.1675,1,273,21.0,396.9,1.7298840655099674,1.7298840655099674,6.976
0.10959,0.0,11.93,0,0.573,89.3,2.3889,1,273,21.0,393.45,1.8687205103641833,1.8687205103641833,6.794
0.04741,0.0,11.93,0,0.573,80.8,2.505,1,273,21.0,396.9,2.064327903869788,2.064327903869788,6.03
